0,16,,0,14,3.538904033,30.50239546,0,28,4.932138475,55.85050263,0,42,5.736637779,69.69525396,0,17,4.228078212,37.75250801,,10.98578627,-0.329725064,0.816423941,-0.654125723,15.3515561,-0.564939571
1,56,,1,10,1.003751496,15.69381368,1,13,2.024592331,22.34597454,1,18,3.96122482,33.04169591,1,10,1.544464763,15.98481882,,3.269174208,,1.115317566,,7.031557259,
2,26,,2,32,4.328944406,46.74405607,2,36,4.484490508,50.61389543,2,76,5.194465511,63.18525282,2,73,5.146385707,65.60339966,,20.32701405,,0.386168121,,8.021592523,
3,22,,3,12,1.953557061,11.63255831,3,20,3.437724776,24.77394663,3,45,4.342006413,45.09686636,3,16,2.501620699,18.97144873,,12.87196566,,0.911346996,,12.43895797,
4,16,,4,12,1.575955072,8.523534515,4,15,1.924129388,13.26325055,4,18,2.359135722,15.09639408,4,24,2.854483587,23.71392211,,4.437059837,,0.478891389,,5.495759768,
5,22,,5,16,1.300476856,8.930548888,5,29,2.679360675,24.95857544,5,29,3.000240725,27.05274622,5,11,-0.16941285,6.71317283,,7.949056548,,1.255395155,,9.155623071,
6,41,,6,8,-0.603121181,6.467186228,6,14,0.90170197,8.640119029,6,12,0.588768008,6.972934446,6,10,-0.115265543,5.558303206,,2.236067977,,0.589009205,,1.120316956,
7,11,,7,13,0.483316086,6.834076005,7,18,1.490931942,10.15655614,7,38,2.834013354,25.21032524,7,10,-0.104409187,6.934167038,,10.91730278,,1.114388745,,7.581858045,
8,11,,8,12,0.439220879,5.904940336,8,8,-0.94247355,7.986825792,8,13,-0.175554558,7.184252832,8,35,2.791474587,19.23447496,,10.55935604,,1.395392445,,5.338591629,
9,22,,9,10,-0.921067827,8.25343921,9,15,-0.216009557,10.35741839,9,22,1.086623034,11.49999654,9,23,1.293621433,7.102617687,,5.315072906,,0.916905939,,1.723503088,
10,21,,10,15,-0.287848825,7.59336095,10,37,1.529363008,18.15704813,10,17,-0.184376571,6.395253039,10,17,0.24670819,5.000903226,,8.986100378,,0.723129369,,5.202859612,
11,23,,11,54,2.140864296,15.67487164,11,35,1.765867433,11.9313541,11,18,0.318583958,5.889290443,11,19,0.931946264,6.332584453,,14.63728117,,0.711032628,,4.070466168,
12,29,,12,82,2.76971967,19.53957873,12,48,1.988540111,15.33470371,12,20,0.730763075,6.911487672,12,24,1.083238352,8.661415566,,24.67285958,,0.795990653,,5.086929834,
13,39,,13,38,1.755168746,11.90249938,13,12,-1.167310402,9.092421057,13,28,1.376366752,10.16996883,13,31,1.069163621,14.27085385,,9.522998477,,1.138020805,,1.957387266,
14,23,,14,42,1.974347463,13.96999656,14,53,2.141383404,16.51822499,14,21,0.747271707,7.317540423,14,26,1.214733265,7.426342852,,12.7377392,,0.56631362,,4.038059558,
15,34,,15,40,1.440878216,11.30126094,15,18,-0.068408128,6.914402761,15,16,-0.299573374,6.346985349,15,38,1.428903384,9.811324059,,11.04536102,,0.813567431,,2.042134934,
16,43,,16,27,0.639607866,7.092992787,16,11,-1.291701707,9.568108592,16,15,-0.390812105,7.513063293,16,18,0.024018988,4.177810024,,5.889609495,,0.702027399,,1.923593516,
17,50,,17,16,-0.197141149,4.536940071,17,30,1.071478323,7.971791946,17,32,0.927140378,10.42360301,17,68,2.333081705,14.38584445,,19.20286437,,0.896680669,,3.590810578,
18,25,,18,15,-1.691503206,15.16631918,18,28,0.10408937,9.176589072,18,29,0.528289384,6.252744944,18,31,0.569281789,7.146807735,,6.299801584,,0.924013347,,3.474095757,
19,37,,19,65,1.264553714,9.3756257,19,13,-1.73141994,15.41257911,19,22,-0.495458172,7.701153254,19,25,-0.622173464,11.6499762,,19.97967717,,1.072593977,,2.890045487,
20,36,,20,13,-1.441151255,12.08131926,20,20,-0.444577548,7.587357324,20,23,-0.365141983,8.726780301,20,18,-0.943933872,8.506683218,,3.640054945,,0.432207056,,1.703278748,
21,22,,21,10,-2.426838694,18.32432088,21,15,-1.70838345,13.7438351,21,53,1.158971838,8.282083388,21,38,0.633900659,7.303918572,,17.42125139,,1.515050771,,4.440838279,
22,21,,22,11,-1.481193954,10.24545581,22,34,0.328368439,5.725390959,22,65,1.099450573,8.225639585,22,59,1.052446407,8.118568061,,21.46363203,,1.045067033,,1.601255357,
23,37,,23,24,-0.389612786,6.022408273,23,44,0.33624248,6.194094109,23,49,0.761317565,6.333678617,23,80,1.074312922,6.345799638,,20.06707502,,0.548747888,,0.130765188,
24,34,,24,20,-1.132077369,8.610397742,24,35,-0.012207537,5.715540749,24,119,1.153618373,4.862268566,24,33,-0.222319188,6.393802427,,39.25159232,,0.814043708,,1.38914705,
25,47,,25,59,0.355963836,4.346433304,25,21,-1.649920891,13.14697634,25,56,-0.132196852,9.111545872,25,27,-0.709661567,6.363397029,,16.91707717,,0.74659524,,3.298465245,
26,68,,26,46,0.298592366,4.813822498,26,108,0.872883094,4.443042903,26,28,-0.749041906,9.39108767,26,39,-0.049486754,4.97343575,,31.12374495,,0.58732927,,2.021670448,
27,46,,27,37,-0.463323573,7.614445115,27,53,0.274086786,5.088355391,27,63,0.351622246,4.451071421,27,17,-1.518550794,10.22541942,,17.39971264,,0.751603438,,2.282322032,
28,24,,28,18,-1.748672964,10.24939067,28,65,0.299480838,4.351219796,28,25,-0.738728271,6.90248846,28,48,-0.255276552,6.43646679,,18.6681547,,0.752683308,,2.115463389,
29,34,,29,25,-1.365965909,12.5883227,29,42,-0.561214929,7.778500267,29,47,-0.017916939,4.314064631,29,43,-0.455920826,7.685580956,,8.437268515,,0.486771839,,2.947591025,
