0,12,,0,17,3.735039948,35.21376055,0,31,5.019682019,57.50351011,0,34,5.359031166,60.4524131,0,17,3.705345344,35.29939148,,7.822243924,-0.239280307,0.744389432,-0.610325471,11.90646689,-0.54348353
1,12,,1,10,0.848871849,13.48696248,1,12,1.677571795,17.43921211,1,11,1.381859419,15.71262867,1,10,1.497709183,14.49692431,,0.829156198,,0.308729936,,1.472879302,
2,11,,2,15,2.048035029,22.08621313,2,10,0.364035828,11.11465932,2,9,0.350394617,9.488212081,2,11,1.991839581,13.11813678,,2.277608395,,0.831612399,,4.869205677,
3,26,,3,10,0.902075301,8.797081453,3,31,3.838475008,40.66020303,3,19,2.802358243,26.64864394,3,13,1.775345272,15.67103546,,8.042853971,,1.100594068,,12.04802426,
4,34,,4,13,1.433787128,10.99915979,4,17,2.23458121,16.75034204,4,12,1.251006819,9.640999547,4,16,1.910060145,15.41471879,,2.061552813,,0.38799159,,2.95888843,
5,16,,5,22,2.405438456,21.54747697,5,20,2.127800229,17.06984614,5,13,0.754812311,10.42829474,5,20,2.029924449,20.77251295,,3.418698583,,0.635572915,,4.395372264,
6,15,,6,25,2.467337915,27.6246593,6,34,2.784242498,31.81180258,6,19,1.034367071,16.67835086,6,16,1.132887855,6.413932264,,6.873863542,,0.779957268,,9.895327955,
7,27,,7,31,2.924512534,24.7548722,7,29,2.161961185,20.20614315,7,30,2.869895581,23.16114607,7,40,2.763708496,25.1200033,,4.387482194,,0.304638325,,1.937772644,
8,18,,8,22,2.188175627,14.60635125,8,18,1.110487086,6.769444692,8,42,2.674978529,25.37051075,8,28,1.792090611,17.35077261,,9.096702699,,0.572657233,,6.647821267,
9,38,,9,24,2.242752366,16.70612846,9,40,2.433277267,19.57201176,9,53,3.01024822,26.80881177,9,23,1.489067058,11.72634955,,12.38951169,,0.543818197,,5.457117209,
10,41,,10,64,2.987576829,28.00086421,10,52,3.137357742,26.99153039,10,63,2.85483184,30.01122436,10,51,2.632099996,24.08831538,,6.020797289,,0.185596182,,2.13594828,
11,20,,11,35,2.458703687,22.61222841,11,43,2.551950281,24.80849192,11,61,3.056315922,27.93185439,11,19,1.260731127,6.928876699,,15.12448346,,0.658916247,,8.099578,
12,47,,12,42,2.446275493,20.11876179,12,39,2.88061612,24.98822189,12,42,2.387846534,22.3969653,12,33,2.299129239,17.55830415,,3.674234614,,0.223961124,,2.747598113,
13,38,,13,36,2.137645606,18.8321695,13,39,2.662642012,24.61381321,13,40,2.261174295,22.63883747,13,38,2.656856214,21.93681016,,1.479019946,,0.234285377,,2.078410383,
14,19,,14,61,3.110106308,27.45429867,14,31,2.492853392,20.53405982,14,54,3.20257368,28.42036054,14,31,1.918825973,16.82266869,,13.47915057,,0.517802976,,4.823958156,
15,39,,15,42,2.598722225,19.94943696,15,30,1.987920705,15.1196151,15,20,0.856559138,8.745356755,15,20,1.624232443,10.18728024,,9.055385138,,0.630446841,,4.41019087,
16,14,,16,49,2.192877699,13.7692136,16,34,1.61694286,11.58580856,16,23,1.151943217,7.313723533,16,20,0.918262812,5.935363795,,11.368817,,0.487267486,,3.161169922,
17,23,,17,19,0.196466808,5.367328895,17,27,1.076155903,7.509566896,17,21,0.415176496,6.432427094,17,32,1.218965358,7.919401867,,5.117372373,,0.43088245,,0.992974796,
18,54,,18,23,0.469106574,5.301890131,18,20,0.353010923,4.697565219,18,43,1.129174652,8.837840341,18,75,1.929333536,12.16271447,,21.92458666,,0.627938502,,2.998584901,
19,37,,19,49,1.416235621,8.353610055,19,26,0.546298187,5.083821019,19,23,0.323298377,4.763786023,19,26,0.066329942,7.243163257,,10.46422477,,0.507424841,,1.494237719,
20,58,,20,30,0.06095394,6.936326925,20,58,1.285099014,6.801424275,20,121,1.502338469,7.13651477,20,20,-0.753906621,10.98325016,,39.35336707,,0.919765497,,1.747018677,
21,54,,21,36,0.738130117,5.895549102,21,41,0.814865628,5.787872545,21,34,0.540627746,5.442485657,21,35,0.28353656,6.823877005,,2.692582404,,0.205420864,,0.511095198,
22,30,,22,33,0.056238337,7.002152753,22,22,-1.055963019,10.31866656,22,78,0.861115054,7.575366799,22,87,1.296901929,6.665254976,,27.9553215,,0.895304995,,1.439243543,
23,29,,23,45,0.133358455,7.122726405,23,36,-0.060355943,7.41551166,23,19,-0.64719384,6.799041282,23,19,-1.186442033,7.9615318,,11.21104366,,0.517922394,,0.427466934,
