0,48,0,0,33,5.399948438,65.3344014,0,19,4.437250517,43.0195202,0,30,5.347280624,60.8035528,0,20,4.530774076,45.0997015,,6.103277808,-0.264449083,0.446416961,-0.502046191,9.666745533,-0.488468528
1,17,0,1,25,4.66599141,47.9585623,1,63,5.692651555,74.21740713,1,23,4.388910426,44.95215106,1,103,5.916800134,81.39907086,,32.72231654,,0.650949204,,15.91627022,
2,12,0,2,18,3.284499431,29.44845145,2,14,2.706988853,22.55239718,2,13,2.52504764,20.72651452,2,10,1.77364813,14.62763013,,2.861380786,,0.53977923,,5.283326747,
3,15,0,3,21,3.728577728,29.23355517,3,17,3.524779828,23.42998359,3,12,1.490473778,14.47847048,3,11,1.295136247,12.60557569,,4.023369235,,1.121387218,,6.748559094,
4,34,0,4,35,4.045167575,41.31270571,4,24,2.960929529,29.56953981,4,47,4.46595989,46.21239581,4,24,2.921882616,29.52233974,,9.5,,0.673851945,,7.316362201,
5,49,0,5,65,3.715655674,42.35629609,5,119,4.470995953,51.29524829,5,29,3.163163458,30.34120376,5,41,3.290608679,37.23516608,,34.56515587,,0.510908123,,7.643534413,
6,71,0,6,41,3.051069017,32.22174457,6,31,2.965369296,27.37546022,6,80,3.990936986,43.04724013,6,48,3.438776146,32.30505683,,18.34393633,,0.404799162,,5.73359005,
7,56,0,7,90,3.880963921,40.04662603,7,89,4.020179186,43.17320989,7,57,3.272553643,32.43459687,7,116,3.762165958,40.32028031,,20.91650066,,0.281612756,,3.979905946,
8,87,0,8,45,2.820459131,24.88469344,8,70,3.192049629,30.79984737,8,60,3.020315944,27.60318567,8,37,2.42822853,21.93362423,,12.82575534,,0.284533579,,3.27929624,
9,100,0,9,63,2.508465048,20.54907084,9,26,1.758118441,11.46789799,9,45,2.266817754,19.0370007,9,54,2.472843457,21.19761754,,13.69306394,,0.299451141,,3.88749351,
10,41,0,10,57,1.906439835,15.64298728,10,81,2.176268205,17.52303151,10,47,1.807720206,13.91733661,10,17,0.291062368,5.246643019,,22.95103484,,0.736634108,,4.700319725,
11,83,0,11,56,1.672916076,12.50876722,11,31,0.868128131,9.350701859,11,67,1.732921002,12.80478553,11,48,1.574829253,11.3818152,,13.12440475,,0.347598137,,1.355820427,
12,77,0,12,60,1.6027003,11.44272335,12,24,0.349300109,6.598154777,12,90,1.620006387,12.21412138,12,69,1.739298701,12.01803249,,23.84716964,,0.567394916,,2.309606115,
13,91,0,13,43,1.074034131,8.255369292,13,48,1.183336047,8.985021449,13,89,1.837400824,11.60768139,13,126,1.68451284,11.58663206,,33.69347118,,0.323043487,,1.510688301,
14,111,0,14,65,1.20622101,9.591883161,14,69,1.366705905,8.953030164,14,192,1.622257555,8.873740445,14,105,1.552357752,9.751326164,,51.07531204,,0.162656019,,0.384301659,
15,76,0,15,39,0.467397319,5.849390567,15,86,1.13192159,8.694151361,15,77,1.168569127,7.309091693,15,35,0.197822069,6.714998356,,22.5208237,,0.419980656,,1.035647503,
16,61,0,16,79,1.032702036,7.114151179,16,133,0.334215059,9.583125542,16,63,0.750163485,6.364821891,16,85,0.811202537,7.035387316,,26.0959767,,0.252615076,,1.223765678,
17,177,0,17,52,0.608292103,6.011390958,17,63,0.793337242,6.128093038,17,46,0.56205239,5.546176465,17,74,0.884715595,6.391120966,,10.709225,,0.131990528,,0.305775712,
18,53,0,18,70,0.75980625,5.828184784,18,73,0.783485991,5.19497086,18,148,0.069854202,5.151425117,18,36,-0.100784429,4.845510026,,40.91683639,,0.398240892,,0.357265338,
