270.0,200.0
271.0,200.0
272.0,200.0
273.0,187.0
274.0,166.0
275.0,185.0
276.0,151.0
277.0,198.0
278.0,200.0
279.0,200.0
280.0,193.0
281.0,200.0
282.0,200.0
283.0,200.0
284.0,200.0
285.0,200.0
286.0,200.0
287.0,200.0
288.0,155.0
289.0,200.0
290.0,142.0
291.0,146.0
292.0,137.0
293.0,177.0
294.0,150.0
295.0,139.0
296.0,129.0
297.0,133.0
298.0,123.0
299.0,144.0
300.0,128.0
301.0,162.0
302.0,182.0
303.0,138.0
304.0,123.0
305.0,136.0
306.0,164.0
307.0,200.0
308.0,123.0
309.0,138.0
310.0,118.0
311.0,141.0
312.0,187.0
313.0,182.0
314.0,178.0
315.0,133.0
316.0,189.0
317.0,186.0
318.0,200.0
319.0,200.0
320.0,124.0
321.0,170.0
322.0,153.0
323.0,188.0
324.0,200.0
325.0,134.0
326.0,200.0
327.0,169.0
328.0,136.0
329.0,185.0
330.0,118.0
331.0,133.0
332.0,147.0
333.0,121.0
334.0,121.0
335.0,139.0
336.0,158.0
337.0,187.0
338.0,143.0
339.0,200.0
340.0,145.0
341.0,190.0
342.0,158.0
343.0,200.0
344.0,200.0
345.0,197.0
346.0,200.0
347.0,200.0
348.0,200.0
349.0,200.0
350.0,200.0
351.0,200.0
352.0,200.0
353.0,200.0
354.0,200.0
355.0,200.0
356.0,200.0
357.0,200.0
358.0,200.0
359.0,200.0
360.0,200.0
361.0,200.0
362.0,200.0
363.0,200.0
364.0,200.0
365.0,200.0
366.0,197.0
367.0,200.0
368.0,200.0
369.0,200.0
370.0,200.0
371.0,200.0
372.0,200.0
373.0,200.0
374.0,200.0
375.0,200.0
376.0,200.0
377.0,200.0
378.0,200.0
379.0,200.0
380.0,200.0
381.0,200.0
382.0,200.0
383.0,200.0
384.0,200.0
385.0,200.0
386.0,200.0
387.0,200.0
388.0,200.0
389.0,200.0
390.0,200.0
391.0,200.0
392.0,182.0
393.0,200.0
394.0,200.0
395.0,200.0
396.0,200.0
397.0,200.0
398.0,200.0
399.0,200.0
400.0,200.0
401.0,200.0
402.0,200.0
403.0,200.0
404.0,200.0
405.0,200.0
406.0,200.0
407.0,200.0
408.0,175.0
409.0,198.0
410.0,163.0
411.0,161.0
412.0,200.0
413.0,200.0
414.0,200.0
415.0,200.0
416.0,179.0
417.0,200.0
418.0,200.0
419.0,200.0
420.0,200.0
421.0,200.0
422.0,200.0
423.0,193.0
424.0,200.0
425.0,200.0
426.0,200.0
427.0,200.0
428.0,200.0
429.0,200.0
430.0,200.0
431.0,200.0
432.0,200.0
433.0,200.0
434.0,200.0
435.0,200.0
436.0,200.0
437.0,200.0
438.0,200.0
439.0,200.0
440.0,200.0
441.0,200.0
442.0,200.0
443.0,200.0
444.0,200.0
445.0,200.0
446.0,200.0
447.0,200.0
448.0,200.0
449.0,200.0
450.0,200.0
451.0,200.0
452.0,200.0
453.0,200.0
454.0,200.0
455.0,200.0
456.0,200.0
457.0,200.0
458.0,200.0
459.0,200.0
460.0,200.0
461.0,200.0
462.0,183.0
463.0,200.0
464.0,200.0
465.0,200.0
466.0,200.0
467.0,200.0
468.0,200.0
469.0,200.0
470.0,200.0
471.0,200.0
472.0,200.0
473.0,200.0
474.0,200.0
475.0,200.0
476.0,200.0
477.0,200.0
478.0,200.0
479.0,200.0
480.0,200.0
481.0,200.0
482.0,200.0
483.0,200.0
484.0,200.0
485.0,200.0
486.0,200.0
487.0,200.0
488.0,200.0
489.0,200.0
490.0,200.0
491.0,200.0
492.0,200.0
493.0,200.0
494.0,200.0
495.0,200.0
496.0,200.0
497.0,200.0
498.0,200.0
499.0,200.0
