0.0,17.0
1.0,31.0
2.0,41.0
3.0,22.0
4.0,21.0
5.0,26.0
6.0,35.0
7.0,23.0
8.0,26.0
9.0,61.0
10.0,55.0
11.0,57.0
12.0,62.0
13.0,21.0
14.0,27.0
15.0,17.0
16.0,10.0
17.0,10.0
18.0,10.0
19.0,8.0
20.0,12.0
21.0,8.0
22.0,9.0
23.0,8.0
24.0,10.0
25.0,10.0
26.0,10.0
27.0,9.0
28.0,11.0
29.0,10.0
30.0,13.0
31.0,13.0
32.0,10.0
33.0,10.0
34.0,18.0
35.0,12.0
36.0,12.0
37.0,10.0
38.0,9.0
39.0,15.0
40.0,17.0
41.0,22.0
42.0,33.0
43.0,34.0
44.0,70.0
45.0,33.0
46.0,97.0
47.0,102.0
48.0,24.0
49.0,93.0
50.0,44.0
51.0,52.0
52.0,57.0
53.0,37.0
54.0,27.0
55.0,82.0
56.0,67.0
57.0,60.0
58.0,141.0
59.0,79.0
60.0,31.0
61.0,175.0
62.0,86.0
63.0,86.0
64.0,100.0
65.0,102.0
66.0,139.0
67.0,136.0
68.0,155.0
69.0,107.0
70.0,200.0
71.0,189.0
72.0,145.0
73.0,115.0
74.0,142.0
75.0,116.0
76.0,150.0
77.0,122.0
78.0,190.0
79.0,200.0
80.0,200.0
81.0,200.0
82.0,200.0
83.0,200.0
84.0,200.0
85.0,200.0
86.0,200.0
87.0,200.0
88.0,200.0
89.0,200.0
90.0,168.0
91.0,200.0
92.0,144.0
93.0,200.0
94.0,190.0
95.0,200.0
96.0,118.0
97.0,148.0
98.0,172.0
99.0,200.0
100.0,200.0
101.0,200.0
102.0,200.0
103.0,189.0
104.0,200.0
105.0,200.0
106.0,159.0
107.0,177.0
108.0,200.0
109.0,200.0
110.0,200.0
111.0,200.0
112.0,200.0
113.0,189.0
114.0,200.0
115.0,200.0
116.0,200.0
117.0,200.0
118.0,200.0
119.0,200.0
120.0,200.0
121.0,200.0
122.0,200.0
123.0,200.0
124.0,200.0
125.0,200.0
126.0,200.0
127.0,200.0
128.0,200.0
129.0,178.0
130.0,200.0
131.0,200.0
132.0,200.0
133.0,200.0
134.0,172.0
135.0,144.0
136.0,200.0
137.0,200.0
138.0,200.0
139.0,200.0
140.0,200.0
141.0,200.0
142.0,200.0
143.0,200.0
144.0,200.0
145.0,200.0
146.0,200.0
147.0,200.0
148.0,200.0
149.0,200.0
150.0,200.0
151.0,200.0
152.0,148.0
153.0,200.0
154.0,200.0
155.0,200.0
156.0,184.0
157.0,170.0
158.0,165.0
159.0,200.0
160.0,200.0
161.0,200.0
162.0,200.0
163.0,200.0
164.0,200.0
165.0,200.0
166.0,200.0
167.0,200.0
168.0,134.0
169.0,157.0
170.0,187.0
171.0,175.0
172.0,200.0
173.0,200.0
174.0,200.0
175.0,200.0
176.0,200.0
177.0,200.0
178.0,200.0
179.0,173.0
180.0,200.0
181.0,200.0
182.0,188.0
183.0,172.0
184.0,200.0
185.0,200.0
186.0,200.0
187.0,166.0
188.0,200.0
189.0,200.0
190.0,200.0
191.0,200.0
192.0,200.0
193.0,200.0
194.0,200.0
195.0,200.0
196.0,200.0
197.0,148.0
198.0,130.0
199.0,200.0
200.0,200.0
201.0,176.0
202.0,151.0
203.0,200.0
204.0,200.0
205.0,199.0
206.0,200.0
207.0,166.0
208.0,200.0
209.0,147.0
210.0,200.0
211.0,200.0
212.0,200.0
213.0,125.0
214.0,162.0
215.0,170.0
216.0,169.0
217.0,200.0
218.0,197.0
219.0,188.0
220.0,200.0
221.0,180.0
222.0,200.0
223.0,174.0
224.0,145.0
225.0,185.0
226.0,200.0
227.0,185.0
228.0,142.0
229.0,187.0
230.0,200.0
231.0,200.0
232.0,165.0
233.0,151.0
234.0,109.0
235.0,134.0
236.0,177.0
237.0,196.0
238.0,200.0
239.0,188.0
240.0,200.0
241.0,200.0
242.0,142.0
243.0,146.0
244.0,158.0
245.0,192.0
246.0,145.0
247.0,175.0
248.0,173.0
249.0,200.0
250.0,200.0
251.0,183.0
252.0,182.0
253.0,195.0
254.0,138.0
255.0,166.0
256.0,200.0
257.0,177.0
258.0,200.0
259.0,179.0
260.0,200.0
261.0,167.0
262.0,185.0
263.0,150.0
264.0,125.0
265.0,153.0
266.0,178.0
267.0,186.0
268.0,200.0
269.0,200.0
